incident_id,incident_type,facility,department,activity,root_cause,body_part_affected,personnel_id,age_group,experience_years,shift,severity_level,potential_severity,osha_recordable,days_away,risk_score,risk_category,direct_cost_usd,indirect_cost_usd,productivity_loss_usd,total_incident_cost_usd,regulatory_fine_usd,total_cost_with_fines_usd,toolbox_talk_conducted,jsa_completed,ppe_compliant,preventable,corrective_action_status,days_to_close,investigation_quality_score,incident_date,year,month,quarter,week_of_year,day_of_week,hour_of_day,month_name,reported_date,investigation_completed_date,total_hours_worked,is_preventable_cost,is_lti,prevention_score
INC-2025-00644,Near Miss,Facility B - Maintenance,HSE Department,Confined Space Entry,Environmental Factors,Not Applicable,EMP-0090,36-45,15,Night,1,1,0,0,5,Low,89.0,166.0,0.0,255.0,0,255.0,1,1,1,0,Completed,28,5,2025-03-31 10:40:48.124751,2025,3,1,14,Monday,1,March,2025-04-02 10:40:48.124751,2025-04-30 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2025-00645,Near Miss,Facility B - Maintenance,HSE Department,Routine Operations,Fatigue,Not Applicable,EMP-0061,18-25,14,Swing,1,3,0,0,4,Low,78.0,223.0,0.0,301.0,0,301.0,1,1,0,1,In Progress,30,10,2025-03-31 10:40:48.124751,2025,3,1,14,Monday,12,March,2025-04-02 10:40:48.124751,2025-05-02 10:40:48.124751,2500000.0,301.0,0,0.6666666666666666
INC-2025-00646,Near Miss,Facility B - Maintenance,Workshop,Housekeeping,Communication Breakdown,Not Applicable,EMP-0051,18-25,16,Day,1,2,0,0,2,Low,72.0,180.0,0.0,252.0,0,252.0,1,1,1,1,Completed,2,9,2025-03-31 10:40:48.124751,2025,3,1,14,Monday,23,March,2025-03-31 10:40:48.124751,2025-04-02 10:40:48.124751,2500000.0,252.0,0,1.0
INC-2025-00647,First Aid,Facility A - Production,Maintenance,Equipment Maintenance,Poor Housekeeping,Chest/Torso,EMP-0004,26-35,16,Swing,2,3,0,0,2,Low,460.0,949.0,600.0,2009.0,0,2009.0,0,0,1,1,Completed,8,7,2025-03-31 10:40:48.124751,2025,3,1,14,Monday,2,March,2025-04-02 10:40:48.124751,2025-04-10 10:40:48.124751,2500000.0,2009.0,0,0.3333333333333333
INC-2025-00648,First Aid,Facility A - Production,Logistics,Routine Operations,Rushing/Time Pressure,Not Applicable,EMP-0161,46-55,17,Swing,2,2,0,0,6,Medium,406.0,1076.0,402.0,1884.0,0,1884.0,1,1,1,1,Pending,50,6,2025-04-01 10:40:48.124751,2025,4,2,14,Tuesday,14,April,2025-04-02 10:40:48.124751,2025-05-22 10:40:48.124751,2500000.0,1884.0,0,1.0
INC-2025-00649,Near Miss,Facility B - Maintenance,HSE Department,Pressure Testing,Procedural Non-Compliance,Not Applicable,EMP-0013,36-45,16,Night,1,2,0,0,5,Low,92.0,225.0,0.0,317.0,0,317.0,0,0,0,1,Completed,4,8,2025-04-01 10:40:48.124751,2025,4,2,14,Tuesday,2,April,2025-04-03 10:40:48.124751,2025-04-07 10:40:48.124751,2500000.0,317.0,0,0.0
INC-2025-00650,First Aid,Facility B - Maintenance,Workshop,Manual Handling/Lifting,Fatigue,Not Applicable,EMP-0047,56+,8,Day,2,4,0,0,8,Medium,353.0,842.0,421.0,1616.0,0,1616.0,1,0,0,1,Completed,16,5,2025-04-01 10:40:48.124751,2025,4,2,14,Tuesday,22,April,2025-04-03 10:40:48.124751,2025-04-19 10:40:48.124751,2500000.0,1616.0,0,0.3333333333333333
INC-2025-00651,First Aid,Facility A - Production,Production Operations,Manual Handling/Lifting,Lack of Training/Competency,Multiple Areas,EMP-0178,46-55,15,Night,2,4,0,0,6,Medium,406.0,819.0,492.0,1717.0,0,1717.0,1,1,1,1,In Progress,46,9,2025-04-01 10:40:48.124751,2025,4,2,14,Tuesday,9,April,2025-04-02 10:40:48.124751,2025-05-18 10:40:48.124751,2500000.0,1717.0,0,1.0
INC-2025-00652,First Aid,Facility B - Maintenance,HSE Department,Equipment Maintenance,Communication Breakdown,Not Applicable,EMP-0004,18-25,17,Night,2,3,0,0,6,Medium,422.0,824.0,641.0,1887.0,0,1887.0,0,1,1,1,Overdue,87,7,2025-04-01 10:40:48.124751,2025,4,2,14,Tuesday,5,April,2025-04-01 10:40:48.124751,2025-06-27 10:40:48.124751,2500000.0,1887.0,0,0.6666666666666666
INC-2025-00653,First Aid,Facility A - Production,HSE Department,Chemical Handling,Rushing/Time Pressure,Leg/Foot,EMP-0035,26-35,16,Day,2,3,0,0,4,Low,528.0,895.0,358.0,1781.0,0,1781.0,1,1,1,1,In Progress,40,9,2025-04-01 10:40:48.124751,2025,4,2,14,Tuesday,22,April,2025-04-01 10:40:48.124751,2025-05-11 10:40:48.124751,2500000.0,1781.0,0,1.0
INC-2025-00654,Near Miss,Facility A - Production,Maintenance,Pressure Testing,Lack of Training/Competency,Not Applicable,EMP-0180,56+,23,Swing,1,1,0,0,2,Low,95.0,191.0,0.0,286.0,0,286.0,0,0,1,1,Completed,9,7,2025-04-02 10:40:48.124751,2025,4,2,14,Wednesday,21,April,2025-04-03 10:40:48.124751,2025-04-12 10:40:48.124751,2500000.0,286.0,0,0.3333333333333333
INC-2025-00655,Near Miss,Facility A - Production,Logistics,Housekeeping,Inadequate Risk Assessment,Not Applicable,EMP-0082,26-35,28,Day,1,3,0,0,2,Low,119.0,150.0,0.0,269.0,0,269.0,1,1,1,1,Completed,21,7,2025-04-02 10:40:48.124751,2025,4,2,14,Wednesday,13,April,2025-04-04 10:40:48.124751,2025-04-25 10:40:48.124751,2500000.0,269.0,0,1.0
INC-2025-00656,Medical Treatment,Facility A - Production,Workshop,Housekeeping,Rushing/Time Pressure,Head,EMP-0069,26-35,4,Swing,3,5,1,0,3,Low,5740.0,6127.0,2864.0,14731.0,10000,24731.0,1,1,1,1,Pending,86,10,2025-04-02 10:40:48.124751,2025,4,2,14,Wednesday,8,April,2025-04-03 10:40:48.124751,2025-06-28 10:40:48.124751,2500000.0,24731.0,0,1.0
INC-2025-00657,First Aid,Facility B - Maintenance,HSE Department,Routine Operations,Equipment Failure,Arm,EMP-0044,18-25,23,Night,2,4,0,0,8,Medium,351.0,761.0,588.0,1700.0,0,1700.0,1,1,1,1,In Progress,48,10,2025-04-03 10:40:48.124751,2025,4,2,14,Thursday,17,April,2025-04-04 10:40:48.124751,2025-05-22 10:40:48.124751,2500000.0,1700.0,0,1.0
INC-2025-00658,Near Miss,Facility B - Maintenance,Engineering,Equipment Maintenance,Lack of Training/Competency,Not Applicable,EMP-0084,18-25,23,Swing,1,3,0,0,2,Low,100.0,180.0,0.0,280.0,0,280.0,0,0,1,1,Completed,8,9,2025-04-03 10:40:48.124751,2025,4,2,14,Thursday,7,April,2025-04-04 10:40:48.124751,2025-04-12 10:40:48.124751,2500000.0,280.0,0,0.3333333333333333
INC-2025-00659,First Aid,Facility B - Maintenance,Logistics,Vehicle Operations,Communication Breakdown,Eye,EMP-0015,18-25,8,Day,2,2,0,0,4,Low,353.0,820.0,384.0,1557.0,0,1557.0,1,0,1,0,Completed,7,6,2025-04-03 10:40:48.124751,2025,4,2,14,Thursday,5,April,2025-04-03 10:40:48.124751,2025-04-10 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2025-00660,Near Miss,Facility B - Maintenance,HSE Department,Working at Height,Lack of Training/Competency,Not Applicable,EMP-0042,26-35,24,Day,1,3,0,0,5,Low,125.0,196.0,0.0,321.0,0,321.0,1,0,1,1,Pending,87,10,2025-04-03 10:40:48.124751,2025,4,2,14,Thursday,14,April,2025-04-05 10:40:48.124751,2025-07-01 10:40:48.124751,2500000.0,321.0,0,0.6666666666666666
INC-2025-00661,Restricted Work,Facility B - Maintenance,HSE Department,Routine Operations,Inadequate PPE,Eye,EMP-0054,46-55,3,Night,4,4,1,10,12,High,12443.0,19418.0,18874.0,50735.0,0,50735.0,0,0,1,1,In Progress,41,6,2025-04-03 10:40:48.124751,2025,4,2,14,Thursday,13,April,2025-04-04 10:40:48.124751,2025-05-15 10:40:48.124751,2500000.0,50735.0,0,0.3333333333333333
INC-2025-00662,Near Miss,Facility A - Production,Maintenance,Chemical Handling,Equipment Failure,Not Applicable,EMP-0084,46-55,15,Night,1,2,0,0,1,Low,77.0,190.0,0.0,267.0,0,267.0,1,1,0,1,Completed,16,8,2025-04-04 10:40:48.124751,2025,4,2,14,Friday,14,April,2025-04-04 10:40:48.124751,2025-04-20 10:40:48.124751,2500000.0,267.0,0,0.6666666666666666
INC-2025-00663,First Aid,Facility A - Production,Workshop,Confined Space Entry,Equipment Failure,Head,EMP-0065,36-45,19,Swing,2,3,0,0,10,Medium,406.0,1082.0,500.0,1988.0,0,1988.0,1,1,1,0,Completed,29,5,2025-04-04 10:40:48.124751,2025,4,2,14,Friday,19,April,2025-04-04 10:40:48.124751,2025-05-03 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2025-00664,Near Miss,Facility B - Maintenance,Engineering,Equipment Maintenance,Procedural Non-Compliance,Not Applicable,EMP-0032,56+,5,Swing,1,3,0,0,5,Low,116.0,152.0,0.0,268.0,0,268.0,0,0,1,0,In Progress,30,9,2025-04-05 10:40:48.124751,2025,4,2,14,Saturday,5,April,2025-04-07 10:40:48.124751,2025-05-07 10:40:48.124751,2500000.0,0.0,0,0.3333333333333333
INC-2025-00665,Near Miss,Facility A - Production,Engineering,Routine Operations,Inadequate Risk Assessment,Not Applicable,EMP-0130,26-35,27,Night,1,2,0,0,5,Low,125.0,187.0,0.0,312.0,0,312.0,1,1,0,1,Completed,28,9,2025-04-05 10:40:48.124751,2025,4,2,14,Saturday,21,April,2025-04-06 10:40:48.124751,2025-05-04 10:40:48.124751,2500000.0,312.0,0,0.6666666666666666
INC-2025-00666,Medical Treatment,Facility A - Production,Logistics,Confined Space Entry,Inadequate PPE,Leg/Foot,EMP-0137,26-35,2,Night,3,3,1,0,3,Low,4383.0,9789.0,3535.0,17707.0,25000,42707.0,1,1,0,1,Pending,23,8,2025-04-05 10:40:48.124751,2025,4,2,14,Saturday,11,April,2025-04-07 10:40:48.124751,2025-04-30 10:40:48.124751,2500000.0,42707.0,0,0.6666666666666666
INC-2025-00667,Medical Treatment,Facility B - Maintenance,HSE Department,Chemical Handling,Lack of Training/Competency,Multiple Areas,EMP-0114,26-35,12,Day,3,3,1,0,15,High,3903.0,5956.0,3886.0,13745.0,0,13745.0,1,1,1,1,Completed,25,8,2025-04-05 10:40:48.124751,2025,4,2,14,Saturday,9,April,2025-04-06 10:40:48.124751,2025-05-01 10:40:48.124751,2500000.0,13745.0,0,1.0
INC-2025-00668,First Aid,Facility B - Maintenance,Engineering,Chemical Handling,Inadequate Risk Assessment,Multiple Areas,EMP-0130,18-25,4,Night,2,3,0,0,2,Low,566.0,785.0,613.0,1964.0,0,1964.0,1,1,1,1,In Progress,36,7,2025-04-06 10:40:48.124751,2025,4,2,14,Sunday,18,April,2025-04-06 10:40:48.124751,2025-05-12 10:40:48.124751,2500000.0,1964.0,0,1.0
INC-2025-00669,Medical Treatment,Facility B - Maintenance,Logistics,Confined Space Entry,Inadequate Risk Assessment,Hand/Finger,EMP-0065,36-45,13,Swing,3,3,1,0,12,High,3655.0,6613.0,2234.0,12502.0,0,12502.0,1,1,1,1,Completed,25,5,2025-04-06 10:40:48.124751,2025,4,2,14,Sunday,7,April,2025-04-06 10:40:48.124751,2025-05-01 10:40:48.124751,2500000.0,12502.0,0,1.0
INC-2025-00670,First Aid,Facility A - Production,Engineering,Manual Handling/Lifting,Fatigue,Multiple Areas,EMP-0116,46-55,22,Swing,2,2,0,0,8,Medium,353.0,956.0,473.0,1782.0,0,1782.0,0,0,0,1,Completed,13,5,2025-04-06 10:40:48.124751,2025,4,2,14,Sunday,4,April,2025-04-08 10:40:48.124751,2025-04-21 10:40:48.124751,2500000.0,1782.0,0,0.0
INC-2025-00671,First Aid,Facility A - Production,Workshop,Manual Handling/Lifting,Inadequate PPE,Not Applicable,EMP-0106,36-45,18,Night,2,3,0,0,10,Medium,548.0,1069.0,605.0,2222.0,0,2222.0,1,1,1,1,In Progress,50,6,2025-04-06 10:40:48.124751,2025,4,2,14,Sunday,9,April,2025-04-07 10:40:48.124751,2025-05-27 10:40:48.124751,2500000.0,2222.0,0,1.0
INC-2025-00672,Near Miss,Facility B - Maintenance,Engineering,Equipment Maintenance,Equipment Failure,Not Applicable,EMP-0026,56+,0,Day,1,2,0,0,5,Low,105.0,177.0,0.0,282.0,0,282.0,0,1,1,1,In Progress,38,5,2025-04-07 10:40:48.124751,2025,4,2,15,Monday,10,April,2025-04-09 10:40:48.124751,2025-05-17 10:40:48.124751,2500000.0,282.0,0,0.6666666666666666
INC-2025-00673,Near Miss,Facility B - Maintenance,Production Operations,Hot Work (Welding/Cutting),Communication Breakdown,Not Applicable,EMP-0024,36-45,16,Day,1,3,0,0,5,Low,90.0,251.0,0.0,341.0,0,341.0,1,0,0,0,Pending,89,8,2025-04-07 10:40:48.124751,2025,4,2,15,Monday,19,April,2025-04-08 10:40:48.124751,2025-07-06 10:40:48.124751,2500000.0,0.0,0,0.3333333333333333
INC-2025-00674,Medical Treatment,Facility B - Maintenance,Production Operations,Pressure Testing,Communication Breakdown,Eye,EMP-0027,36-45,13,Day,3,5,1,0,6,Medium,4023.0,8427.0,2558.0,15008.0,10000,25008.0,1,0,1,1,Completed,14,8,2025-04-07 10:40:48.124751,2025,4,2,15,Monday,13,April,2025-04-09 10:40:48.124751,2025-04-23 10:40:48.124751,2500000.0,25008.0,0,0.6666666666666666
INC-2025-00675,First Aid,Facility B - Maintenance,Maintenance,Routine Operations,Inadequate Risk Assessment,Multiple Areas,EMP-0076,18-25,11,Day,2,3,0,0,10,Medium,636.0,777.0,559.0,1972.0,0,1972.0,1,1,1,1,In Progress,23,9,2025-04-08 10:40:48.124751,2025,4,2,15,Tuesday,13,April,2025-04-08 10:40:48.124751,2025-05-01 10:40:48.124751,2500000.0,1972.0,0,1.0
INC-2025-00676,Medical Treatment,Facility A - Production,HSE Department,Pressure Testing,Communication Breakdown,Not Applicable,EMP-0137,56+,22,Swing,3,5,1,0,9,Medium,6476.0,7258.0,2840.0,16574.0,0,16574.0,1,1,1,1,Pending,72,10,2025-04-08 10:40:48.124751,2025,4,2,15,Tuesday,1,April,2025-04-10 10:40:48.124751,2025-06-21 10:40:48.124751,2500000.0,16574.0,0,1.0
INC-2025-00677,Near Miss,Facility A - Production,Maintenance,Pressure Testing,Environmental Factors,Not Applicable,EMP-0082,46-55,7,Night,1,2,0,0,3,Low,94.0,181.0,0.0,275.0,0,275.0,0,0,1,1,Completed,28,6,2025-04-09 10:40:48.124751,2025,4,2,15,Wednesday,16,April,2025-04-10 10:40:48.124751,2025-05-08 10:40:48.124751,2500000.0,275.0,0,0.3333333333333333
INC-2025-00678,First Aid,Facility A - Production,Maintenance,Manual Handling/Lifting,Poor Housekeeping,Hand/Finger,EMP-0178,56+,8,Night,2,4,0,0,2,Low,440.0,1019.0,472.0,1931.0,0,1931.0,1,1,1,1,Completed,23,6,2025-04-09 10:40:48.124751,2025,4,2,15,Wednesday,14,April,2025-04-11 10:40:48.124751,2025-05-04 10:40:48.124751,2500000.0,1931.0,0,1.0
INC-2025-00679,First Aid,Facility A - Production,Maintenance,Hot Work (Welding/Cutting),Poor Housekeeping,Multiple Areas,EMP-0151,56+,25,Night,2,3,0,0,2,Low,426.0,1158.0,556.0,2140.0,0,2140.0,1,1,0,1,Completed,23,9,2025-04-09 10:40:48.124751,2025,4,2,15,Wednesday,22,April,2025-04-10 10:40:48.124751,2025-05-03 10:40:48.124751,2500000.0,2140.0,0,0.6666666666666666
INC-2025-00680,Medical Treatment,Facility A - Production,Maintenance,Pressure Testing,Fatigue,Multiple Areas,EMP-0018,36-45,3,Night,3,5,1,0,3,Low,6296.0,7398.0,2245.0,15939.0,0,15939.0,1,1,0,0,Completed,11,7,2025-04-09 10:40:48.124751,2025,4,2,15,Wednesday,2,April,2025-04-11 10:40:48.124751,2025-04-22 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2025-00681,First Aid,Facility A - Production,Production Operations,Confined Space Entry,Fatigue,Chest/Torso,EMP-0021,56+,16,Day,2,2,0,0,8,Medium,616.0,1102.0,645.0,2363.0,0,2363.0,1,0,0,1,In Progress,51,8,2025-04-09 10:40:48.124751,2025,4,2,15,Wednesday,2,April,2025-04-10 10:40:48.124751,2025-05-31 10:40:48.124751,2500000.0,2363.0,0,0.3333333333333333
INC-2025-00682,Medical Treatment,Facility B - Maintenance,Production Operations,Chemical Handling,Rushing/Time Pressure,Head,EMP-0132,36-45,2,Night,3,5,1,0,9,Medium,5547.0,6088.0,2691.0,14326.0,25000,39326.0,0,1,1,1,Completed,5,7,2025-04-09 10:40:48.124751,2025,4,2,15,Wednesday,2,April,2025-04-10 10:40:48.124751,2025-04-15 10:40:48.124751,2500000.0,39326.0,0,0.6666666666666666
INC-2025-00683,Near Miss,Facility B - Maintenance,Production Operations,Confined Space Entry,Procedural Non-Compliance,Not Applicable,EMP-0103,56+,24,Swing,1,1,0,0,1,Low,92.0,184.0,0.0,276.0,0,276.0,0,1,1,0,Pending,21,6,2025-04-10 10:40:48.124751,2025,4,2,15,Thursday,2,April,2025-04-11 10:40:48.124751,2025-05-02 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2025-00684,Lost Time Injury,Facility B - Maintenance,Engineering,Routine Operations,Equipment Failure,Not Applicable,EMP-0002,46-55,17,Night,5,5,1,43,5,Low,40999.0,71362.0,75104.0,187465.0,25000,212465.0,1,0,1,1,In Progress,52,7,2025-04-10 10:40:48.124751,2025,4,2,15,Thursday,17,April,2025-04-12 10:40:48.124751,2025-06-03 10:40:48.124751,2500000.0,212465.0,1,0.6666666666666666
INC-2025-00685,Near Miss,Facility A - Production,Logistics,Housekeeping,Inadequate Risk Assessment,Not Applicable,EMP-0080,18-25,7,Night,1,1,0,0,2,Low,119.0,168.0,0.0,287.0,0,287.0,0,0,0,1,In Progress,43,9,2025-04-10 10:40:48.124751,2025,4,2,15,Thursday,5,April,2025-04-12 10:40:48.124751,2025-05-25 10:40:48.124751,2500000.0,287.0,0,0.0
INC-2025-00686,First Aid,Facility B - Maintenance,Production Operations,Working at Height,Environmental Factors,Not Applicable,EMP-0146,36-45,8,Day,2,4,0,0,10,Medium,629.0,939.0,636.0,2204.0,0,2204.0,1,1,1,1,Pending,9,7,2025-04-11 10:40:48.124751,2025,4,2,15,Friday,13,April,2025-04-11 10:40:48.124751,2025-04-20 10:40:48.124751,2500000.0,2204.0,0,1.0
INC-2025-00687,Medical Treatment,Facility B - Maintenance,HSE Department,Routine Operations,Fatigue,Hand/Finger,EMP-0137,36-45,19,Day,3,5,1,0,12,High,4225.0,7954.0,2233.0,14412.0,0,14412.0,1,0,1,1,Completed,25,10,2025-04-11 10:40:48.124751,2025,4,2,15,Friday,2,April,2025-04-12 10:40:48.124751,2025-05-07 10:40:48.124751,2500000.0,14412.0,0,0.6666666666666666
INC-2025-00688,First Aid,Facility A - Production,Engineering,Housekeeping,Fatigue,Not Applicable,EMP-0108,46-55,6,Day,2,2,0,0,4,Low,529.0,957.0,449.0,1935.0,0,1935.0,1,0,1,1,In Progress,51,8,2025-04-12 10:40:48.124751,2025,4,2,15,Saturday,0,April,2025-04-12 10:40:48.124751,2025-06-02 10:40:48.124751,2500000.0,1935.0,0,0.6666666666666666
INC-2025-00689,Near Miss,Facility B - Maintenance,Engineering,Confined Space Entry,Communication Breakdown,Not Applicable,EMP-0063,18-25,5,Day,1,1,0,0,5,Low,83.0,228.0,0.0,311.0,0,311.0,1,1,1,1,In Progress,52,6,2025-04-12 10:40:48.124751,2025,4,2,15,Saturday,9,April,2025-04-12 10:40:48.124751,2025-06-03 10:40:48.124751,2500000.0,311.0,0,1.0
INC-2025-00690,Near Miss,Facility B - Maintenance,Maintenance,Working at Height,Equipment Failure,Not Applicable,EMP-0177,36-45,5,Night,1,3,0,0,1,Low,115.0,172.0,0.0,287.0,0,287.0,0,1,0,1,Completed,19,6,2025-04-12 10:40:48.124751,2025,4,2,15,Saturday,12,April,2025-04-13 10:40:48.124751,2025-05-02 10:40:48.124751,2500000.0,287.0,0,0.3333333333333333
INC-2025-00691,Near Miss,Facility B - Maintenance,Workshop,Vehicle Operations,Inadequate Risk Assessment,Not Applicable,EMP-0137,36-45,4,Night,1,2,0,0,5,Low,87.0,249.0,0.0,336.0,0,336.0,0,1,0,1,Completed,12,7,2025-04-12 10:40:48.124751,2025,4,2,15,Saturday,8,April,2025-04-12 10:40:48.124751,2025-04-24 10:40:48.124751,2500000.0,336.0,0,0.3333333333333333
INC-2025-00692,Near Miss,Facility B - Maintenance,HSE Department,Equipment Maintenance,Poor Housekeeping,Not Applicable,EMP-0130,46-55,9,Swing,1,3,0,0,1,Low,105.0,201.0,0.0,306.0,0,306.0,1,1,1,0,Pending,72,5,2025-04-13 10:40:48.124751,2025,4,2,15,Sunday,21,April,2025-04-15 10:40:48.124751,2025-06-26 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2025-00693,Restricted Work,Facility A - Production,HSE Department,Equipment Maintenance,Inadequate PPE,Back,EMP-0097,36-45,19,Night,4,5,1,9,12,High,15375.0,23318.0,16606.0,55299.0,25000,80299.0,1,1,1,0,Completed,5,5,2025-04-13 10:40:48.124751,2025,4,2,15,Sunday,21,April,2025-04-13 10:40:48.124751,2025-04-18 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2025-00694,Medical Treatment,Facility B - Maintenance,Workshop,Housekeeping,Environmental Factors,Not Applicable,EMP-0131,18-25,25,Swing,3,3,1,0,9,Medium,3920.0,7272.0,2801.0,13993.0,0,13993.0,1,1,1,1,Overdue,139,7,2025-04-13 10:40:48.124751,2025,4,2,15,Sunday,1,April,2025-04-15 10:40:48.124751,2025-09-01 10:40:48.124751,2500000.0,13993.0,0,1.0
INC-2025-00695,First Aid,Facility A - Production,HSE Department,Hot Work (Welding/Cutting),Environmental Factors,Multiple Areas,EMP-0050,26-35,2,Night,2,2,0,0,8,Medium,542.0,1208.0,512.0,2262.0,0,2262.0,1,1,1,1,Completed,2,7,2025-04-13 10:40:48.124751,2025,4,2,15,Sunday,9,April,2025-04-14 10:40:48.124751,2025-04-16 10:40:48.124751,2500000.0,2262.0,0,1.0
INC-2025-00696,Near Miss,Facility B - Maintenance,Workshop,Vehicle Operations,Inadequate PPE,Not Applicable,EMP-0153,26-35,22,Night,1,1,0,0,2,Low,102.0,165.0,0.0,267.0,0,267.0,1,1,1,1,Pending,85,5,2025-04-14 10:40:48.124751,2025,4,2,16,Monday,11,April,2025-04-15 10:40:48.124751,2025-07-09 10:40:48.124751,2500000.0,267.0,0,1.0
INC-2025-00697,First Aid,Facility B - Maintenance,Logistics,Manual Handling/Lifting,Rushing/Time Pressure,Hand/Finger,EMP-0129,36-45,27,Night,2,4,0,0,4,Low,437.0,1076.0,520.0,2033.0,0,2033.0,1,1,1,1,Completed,17,8,2025-04-14 10:40:48.124751,2025,4,2,16,Monday,18,April,2025-04-15 10:40:48.124751,2025-05-02 10:40:48.124751,2500000.0,2033.0,0,1.0
INC-2025-00698,Near Miss,Facility A - Production,Workshop,Working at Height,Communication Breakdown,Not Applicable,EMP-0130,56+,19,Day,1,3,0,0,4,Low,125.0,217.0,0.0,342.0,0,342.0,1,1,1,0,Completed,7,9,2025-04-15 10:40:48.124751,2025,4,2,16,Tuesday,2,April,2025-04-15 10:40:48.124751,2025-04-22 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2025-00699,Near Miss,Facility A - Production,Engineering,Housekeeping,Poor Housekeeping,Not Applicable,EMP-0042,26-35,24,Swing,1,1,0,0,4,Low,81.0,174.0,0.0,255.0,0,255.0,1,1,1,0,Completed,14,9,2025-04-15 10:40:48.124751,2025,4,2,16,Tuesday,18,April,2025-04-16 10:40:48.124751,2025-04-30 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2025-00700,Medical Treatment,Facility B - Maintenance,HSE Department,Manual Handling/Lifting,Rushing/Time Pressure,Leg/Foot,EMP-0066,26-35,4,Swing,3,3,1,0,9,Medium,3921.0,8419.0,2462.0,14802.0,0,14802.0,1,0,1,1,Completed,5,9,2025-04-15 10:40:48.124751,2025,4,2,16,Tuesday,0,April,2025-04-16 10:40:48.124751,2025-04-21 10:40:48.124751,2500000.0,14802.0,0,0.6666666666666666
INC-2025-00701,First Aid,Facility B - Maintenance,Production Operations,Chemical Handling,Rushing/Time Pressure,Not Applicable,EMP-0043,26-35,11,Night,2,4,0,0,10,Medium,612.0,959.0,474.0,2045.0,0,2045.0,1,1,1,1,Completed,20,9,2025-04-15 10:40:48.124751,2025,4,2,16,Tuesday,14,April,2025-04-17 10:40:48.124751,2025-05-07 10:40:48.124751,2500000.0,2045.0,0,1.0
INC-2025-00702,Near Miss,Facility B - Maintenance,Maintenance,Manual Handling/Lifting,Lack of Training/Competency,Not Applicable,EMP-0067,46-55,10,Day,1,3,0,0,2,Low,80.0,186.0,0.0,266.0,0,266.0,1,0,1,1,Completed,22,5,2025-04-15 10:40:48.124751,2025,4,2,16,Tuesday,22,April,2025-04-15 10:40:48.124751,2025-05-07 10:40:48.124751,2500000.0,266.0,0,0.6666666666666666
INC-2025-00703,Near Miss,Facility B - Maintenance,HSE Department,Equipment Maintenance,Equipment Failure,Not Applicable,EMP-0146,46-55,25,Night,1,2,0,0,5,Low,108.0,211.0,0.0,319.0,0,319.0,1,0,1,0,In Progress,42,9,2025-04-15 10:40:48.124751,2025,4,2,16,Tuesday,12,April,2025-04-15 10:40:48.124751,2025-05-27 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2025-00704,First Aid,Facility A - Production,Maintenance,Equipment Maintenance,Equipment Failure,Eye,EMP-0005,46-55,3,Night,2,2,0,0,4,Low,463.0,1257.0,378.0,2098.0,0,2098.0,1,0,0,1,In Progress,28,8,2025-04-17 10:40:48.124751,2025,4,2,16,Thursday,6,April,2025-04-18 10:40:48.124751,2025-05-16 10:40:48.124751,2500000.0,2098.0,0,0.3333333333333333
INC-2025-00705,Near Miss,Facility B - Maintenance,Engineering,Routine Operations,Communication Breakdown,Not Applicable,EMP-0172,46-55,5,Swing,1,3,0,0,1,Low,81.0,163.0,0.0,244.0,0,244.0,1,0,0,1,Completed,28,8,2025-04-17 10:40:48.124751,2025,4,2,16,Thursday,1,April,2025-04-17 10:40:48.124751,2025-05-15 10:40:48.124751,2500000.0,244.0,0,0.3333333333333333
INC-2025-00706,Near Miss,Facility A - Production,Logistics,Confined Space Entry,Rushing/Time Pressure,Not Applicable,EMP-0109,46-55,12,Day,1,3,0,0,4,Low,99.0,253.0,0.0,352.0,0,352.0,1,1,1,1,Completed,14,5,2025-04-17 10:40:48.124751,2025,4,2,16,Thursday,21,April,2025-04-18 10:40:48.124751,2025-05-02 10:40:48.124751,2500000.0,352.0,0,1.0
INC-2025-00707,Near Miss,Facility B - Maintenance,Engineering,Pressure Testing,Inadequate Risk Assessment,Not Applicable,EMP-0045,36-45,13,Day,1,1,0,0,5,Low,80.0,231.0,0.0,311.0,0,311.0,1,1,1,1,Overdue,173,7,2025-04-17 10:40:48.124751,2025,4,2,16,Thursday,19,April,2025-04-19 10:40:48.124751,2025-10-09 10:40:48.124751,2500000.0,311.0,0,1.0
INC-2025-00708,Near Miss,Facility B - Maintenance,Engineering,Working at Height,Equipment Failure,Not Applicable,EMP-0158,56+,0,Swing,1,2,0,0,4,Low,85.0,186.0,0.0,271.0,0,271.0,0,0,0,1,Completed,5,8,2025-04-18 10:40:48.124751,2025,4,2,16,Friday,10,April,2025-04-18 10:40:48.124751,2025-04-23 10:40:48.124751,2500000.0,271.0,0,0.0
